Time,BG,CGM,CHO,insulin,LBGI,HBGI,Risk
2018-01-09 04:34:00,143.78265409510604,156.8844709971757,0,[0.00785],0.0,2.096975553450666,2.096975553450666
2018-01-09 04:35:00,143.78643815887108,156.8844709971757,0,[0.00785],0.0,2.0974266779008484,2.0974266779008484
2018-01-09 04:36:00,143.79018379178473,159.51556906856507,0,[0.00785],0.0,2.0978732570304985,2.0978732570304985
2018-01-09 04:37:00,143.79385601420904,159.51556906856507,0,[0.00770833],0.0,2.0983111187209094,2.0983111187209094
2018-01-09 04:38:00,143.7974171693437,159.51556906856507,0,[0.00770833],0.0,2.0987357703114853,2.0987357703114853
2018-01-09 04:39:00,143.80082706102266,161.20757939011042,0,[0.00770833],0.0,2.099142414997623,2.099142414997623
2018-01-09 04:40:00,143.80404311539846,161.20757939011042,0,[0.00746667],0.0,2.0995259711352086,2.0995259711352086
2018-01-09 04:41:00,143.80702056209574,161.20757939011042,0,[0.00746667],0.0,2.099881093933843,2.099881093933843
2018-01-09 04:42:00,143.8097126390796,161.6683229920351,0,[0.00746667],0.0,2.100202200053462,2.100202200053462
2018-01-09 04:43:00,143.8120708216379,161.6683229920351,0,[0.007125],0.0,2.1004834951591858,2.1004834951591858
2018-01-09 04:44:00,143.8140450688829,161.6683229920351,0,[0.007125],0.0,2.1007190036536945,2.1007190036536945
2018-01-09 04:45:00,143.81558409358914,160.605445430472,0,[0.007125],0.0,2.100902601284877,2.100902601284877
2018-01-09 04:46:00,143.81663565618322,160.605445430472,0,[0.00668333],0.0,2.101028050727785,2.101028050727785
2018-01-09 04:47:00,143.81714687375126,160.605445430472,0,[0.00668333],0.0,2.1010890390509274,2.1010890390509274
2018-01-09 04:48:00,143.81706455121835,157.92651167844716,0,[0.00668333],0.0,2.101079217916518,2.101079217916518
2018-01-09 04:49:00,143.81633553580755,157.92651167844716,0,[0.00615833],0.0,2.100992246640533,2.100992246640533
2018-01-09 04:50:00,143.81490708290121,157.92651167844716,0,[0.00615833],0.0,2.1008218366857374,2.1008218366857374
2018-01-09 04:51:00,143.81272724107328,154.33919624286372,0,[0.00615833],0.0,2.100561798501059,2.100561798501059
2018-01-09 04:52:00,143.80974525734365,154.33919624286372,0,[0.00569167],0.0,2.100206090815844,2.100206090815844
2018-01-09 04:53:00,143.805911987228,154.33919624286372,0,[0.00569167],0.0,2.099748870528071,2.099748870528071
2018-01-09 04:54:00,143.80118031229767,150.75124840852226,0,[0.00569167],0.0,2.099184543486677,2.099184543486677
2018-01-09 04:55:00,143.79550556352459,150.75124840852226,0,[0.005475],0.0,2.0985078159354456,2.0985078159354456
2018-01-09 04:56:00,143.78884593356545,150.75124840852226,0,[0.005475],0.0,2.097713744580595,2.097713744580595
2018-01-09 04:57:00,143.78116287115938,148.07054841734734,0,[0.005475],0.0,2.0967977844377743,2.0967977844377743
2018-01-09 04:58:00,143.77242145187353,148.07054841734734,0,[0.00556667],0.0,2.095755833742195,2.095755833742195
2018-01-09 04:59:00,143.76259071301942,148.07054841734734,0,[0.00556667],0.0,2.0945842744410745,2.0945842744410745
2018-01-09 05:00:00,143.75164394018054,147.20520642751788,0,[0.00556667],0.0,2.093280006747184,2.093280006747184
2018-01-09 05:01:00,143.73955889871857,147.20520642751788,0,[0.00595833],0.0,2.0918404769426706,2.0918404769426706
2018-01-09 05:02:00,143.7263180072051,147.20520642751788,0,[0.00595833],0.0,2.0902636980554683,2.0902636980554683
2018-01-09 05:03:00,143.71190843830266,148.75213331126184,0,[0.00595833],0.0,2.0885482616768423,2.0885482616768423
2018-01-09 05:04:00,143.69632214194053,148.75213331126184,0,[0.00663333],0.0,2.0866933403083405,2.0866933403083405
2018-01-09 05:05:00,143.67955579811596,148.75213331126184,0,[0.00663333],0.0,2.0846986811218486,2.0846986811218486
2018-01-09 05:06:00,143.66161068406922,152.06254861092782,0,[0.00663333],0.0,2.0825645893364135,2.0825645893364135
2018-01-09 05:07:00,143.64249245255067,152.06254861092782,0,[0.007375],0.0,2.0802919008525746,2.0802919008525746
2018-01-09 05:08:00,143.62221084013854,152.06254861092782,0,[0.007375],0.0,2.0778819464377047,2.0778819464377047
2018-01-09 05:09:00,143.60077929809304,156.1765309885635,0,[0.007375],0.0,2.075336506612597,2.075336506612597
2018-01-09 05:10:00,143.57821454807552,156.1765309885635,0,[0.00786667],0.0,2.0726577575688983,2.0726577575688983
2018-01-09 05:11:00,143.55453608989734,156.1765309885635,0,[0.00786667],0.0,2.069848211398885,2.069848211398885
2018-01-09 05:12:00,143.52976566879263,160.13448187402224,0,[0.00786667],0.0,2.066910651579241,2.066910651579241
2018-01-09 05:13:00,143.50392671208948,160.13448187402224,0,[0.00804167],0.0,2.0638480649320385,2.0638480649320385
2018-01-09 05:14:00,143.47704375989923,160.13448187402224,0,[0.00804167],0.0,2.0606635730292258,2.0606635730292258
2018-01-09 05:15:00,143.44914190438666,162.9770234169575,0,[0.00804167],0.0,2.057360364802947,2.057360364802947
2018-01-09 05:16:00,143.42024624880833,162.9770234169575,0,[0.00789167],0.0,2.0539416317153143,2.0539416317153143
2018-01-09 05:17:00,143.3903814015077,162.9770234169575,0,[0.00789167],0.0,2.05041050730446,2.05041050730446
2018-01-09 05:18:00,143.35957102151534,163.98035839032926,0,[0.00789167],0.0,2.046770013083459,2.046770013083459
2018-01-09 05:19:00,143.3278374248888,163.98035839032926,0,[0.00745],0.0,2.04302301186626,2.04302301186626
